标题,字段1_链接_链接,ABOUT,TIME,AUTHOR,COMMENTS,Unnamed: 6
"6% Yield, 15% Dividend Growth Projected, Where Do I Sign?",https://seekingalpha.com/article/4161034-6-percent-yield-15-percent-dividend-growth-projected-sign,HESM," Apr. 4, 2018, 1:19 PM ", Treading Softly,4 Comments,
Goldcorp: Buy The Reversal,https://seekingalpha.com/article/4161031-goldcorp-buy-reversal,GG," Apr. 4, 2018, 1:02 PM ", Josh Rudnik,7 Comments,
Ligand's Market Valuation Does Not Withstand Scrutiny,https://seekingalpha.com/article/4161022-ligands-market-valuation-withstand-scrutiny,LGND," Apr. 4, 2018, 12:42 PM ", Seven Corners Capital Management,56 Comments,
Tencent: Got Growth?,https://seekingalpha.com/article/4161002-tencent-got-growth,"TCEHY, TCTZF"," Apr. 4, 2018, 12:31 PM ", David Zanoni,23 Comments,
GlycoMimetics: Buy This Dip,https://seekingalpha.com/article/4160988-glycomimetics-buy-dip,GLYC," Apr. 4, 2018, 12:14 PM ", William Meyers,33 Comments,
Adamis: Wait For It,https://seekingalpha.com/article/4160984-adamis-wait,ADMP," Apr. 4, 2018, 12:00 PM ", Mauro Solis,33 Comments,
BBVA Banco Frances: This Ugly Duckling Is Transforming Into A Beautiful Swan,https://seekingalpha.com/article/4160773-bbva-banco-frances-ugly-duckling-transforming-beautiful-swan,Editors' Pick , BFR," Apr. 4, 2018, 11:56 AM ", Renaissance Research,2 Comments
National Presto: Deep Fryers And Grenades,https://seekingalpha.com/article/4160754-national-presto-deep-fryers-grenades,Editors' Pick , NPK," Apr. 4, 2018, 11:26 AM ", Michael Boyd,23 Comments
Eldorado Gold Wins Arbitration In Greece,https://seekingalpha.com/article/4160982-eldorado-gold-wins-arbitration-greece,EGO," Apr. 4, 2018, 11:23 AM ", Vladimir Zernov,44 Comments,
SilverBow Resources: Growing And Undervalued,https://seekingalpha.com/article/4160752-silverbow-resources-growing-undervalued,Editors' Pick , SBOW," Apr. 4, 2018, 11:22 AM ", Street Smart Investor,1 Comment
Aurinia: Investment Case Gets Stronger,https://seekingalpha.com/article/4160979-aurinia-investment-case-gets-stronger,AUPH," Apr. 4, 2018, 11:04 AM ", Emerging Equities,23 Comments,
Is Bunge About To Be Bought?,https://seekingalpha.com/article/4160978-bunge-bought,BG," Apr. 4, 2018, 10:59 AM ", Brecht Hanssens,4 Comments,
Geron Corporation (Part I): Elucidating The Substantial Prospects Of Imetelstat,https://seekingalpha.com/article/4160973-geron-corporation-part-elucidating-substantial-prospects-imetelstat,GERN," Apr. 4, 2018, 10:27 AM ", BioSci Capital Partners,205 Comments,
What's Really Going On With Helios And Matheson Analytics And MoviePass,https://seekingalpha.com/article/4160972-really-going-helios-matheson-analytics-moviepass,HMNY," Apr. 4, 2018, 10:25 AM ", Ben Rabizadeh,388 Comments,
I Don't Believe Tesla's Weird And Wacky Deliveries Report,https://seekingalpha.com/article/4160971-believe-teslas-weird-wacky-deliveries-report,TSLA," Apr. 4, 2018, 10:25 AM ", Montana Skeptic,854 Comments,
You Ought To Add This Equity To Your Watchlist,https://seekingalpha.com/article/4160958-add-equity-watchlist,BLK," Apr. 4, 2018, 10:11 AM ", Sandeep Singh Ahluwalia,5 Comments,
Spotify: Shares Are Already Overvalued,https://seekingalpha.com/article/4160967-spotify-shares-already-overvalued,SPOT," Apr. 4, 2018, 10:11 AM ", B&B Market,25 Comments,
Spotify - Lack Of Traditional Underwriting Creates An Unusual Downside Risk,https://seekingalpha.com/article/4160963-spotify-lack-traditional-underwriting-creates-unusual-downside-risk,Editors' Pick , SPOT," Apr. 4, 2018, 9:59 AM ", Michael Rogus,12 Comments
Is Walmart Still A Buy?,https://seekingalpha.com/article/4160950-walmart-still-buy,WMT," Apr. 4, 2018, 9:31 AM ", Yanni Lodato,12 Comments,
Alibaba And Tencent's Edge Over Facebook,https://seekingalpha.com/article/4160948-alibaba-tencents-edge-facebook,"BABA, FB, TCEHY"," Apr. 4, 2018, 9:19 AM ", ALT Perspective,79 Comments,
Corvus Pharmaceuticals: A New Immunotherapy Player,https://seekingalpha.com/article/4160945-corvus-pharmaceuticals-new-immunotherapy-player,Editors' Pick , CRVS," Apr. 4, 2018, 8:37 AM ", Andrea Poloni,8 Comments
Chinese Streaming Service iQiyi Reaps In $2.3 Billion During IPO,https://seekingalpha.com/article/4160943-chinese-streaming-service-iqiyi-reaps-2_3-billion-ipo,IQ," Apr. 4, 2018, 8:20 AM ", Euan Jones,12 Comments,
Another April Biotech Catalyst To Watch,https://seekingalpha.com/article/4160941-another-april-biotech-catalyst-watch,INCY," Apr. 4, 2018, 8:15 AM ", John Engle,21 Comments,
Spotify: Opening Jitters,https://seekingalpha.com/article/4160940-spotify-opening-jitters,SPOT," Apr. 4, 2018, 8:12 AM ", Gary Alexander,8 Comments,
Why Aurora Cannabis Is So Focused On The Short-Term Game,https://seekingalpha.com/article/4160938-aurora-cannabis-focused-short-term-game,ACB," Apr. 4, 2018, 8:09 AM ", Gary Bourgeault,22 Comments,
"3 Things In Biotech, April 3: Alkermes Gets Into Trouble, Puma Gets Into Your Head, Myriad Gets Into Japan",https://seekingalpha.com/article/4160901-3-things-biotech-april-3-alkermes-gets-trouble-puma-gets-head-myriad-gets-japan,"ALKS, AZN, MYGN"," Apr. 4, 2018, 8:00 AM ", Zach Hartman,7 Comments,
"Your Daily Pharma Scoop: Geron Update, Rigel Setback, Bio-Path Results",https://seekingalpha.com/article/4160937-daily-pharma-scoop-geron-update-rigel-setback-bio-path-results,GERN," Apr. 4, 2018, 8:00 AM ", Avisol Capital Partners,13 Comments,
Workiva: Working For Profits,https://seekingalpha.com/article/4160697-workiva-working-profits,Editors' Pick , WK," Apr. 4, 2018, 7:55 AM ", Peter Kaye,14 Comments
Knoll (Finally) Looks Attractive On The Dip,https://seekingalpha.com/article/4160696-knoll-finally-looks-attractive-dip,Editors' Pick , KNL," Apr. 4, 2018, 7:53 AM ", Vince Martin,
Cloudera: Buy The Crash,https://seekingalpha.com/article/4160928-cloudera-buy-crash,CLDR," Apr. 4, 2018, 7:23 AM ", Gary Alexander,38 Comments,
Lowe's Lands Closer To Fair Value,https://seekingalpha.com/article/4160925-lowes-lands-closer-fair-value,LOW," Apr. 4, 2018, 7:13 AM ", Joseph Harry,7 Comments,
Zayo's Perfect Timing For The 5G Revolution,https://seekingalpha.com/article/4160921-zayos-perfect-timing-5g-revolution,ZAYO," Apr. 4, 2018, 6:08 AM ", Robert Kientz,,
Devon May Sell Its Eagle Ford Division,https://seekingalpha.com/article/4160915-devon-may-sell-eagle-ford-division,DVN," Apr. 4, 2018, 5:24 AM ", Callum Turcan,9 Comments,
Financial Exchange Stock Talk: Galileo Russell On Tesla,https://seekingalpha.com/article/4160897-financial-exchange-stock-talk-galileo-russell-tesla,Editors' Pick , TSLA," Apr. 4, 2018, 1:06 AM ", Galileo Russell,63 Comments
Gold Mining Bull: Top News And Month In Review,https://seekingalpha.com/article/4160885-gold-mining-bull-top-news-month-review,"AGI, AKG, ALO"," Apr. 3, 2018, 10:22 PM ", Gold Mining Bull,16 Comments,
Allstate Corporation: This 5.625% Preferred Stock Started Trading On The NYSE,https://seekingalpha.com/article/4160877-allstate-corporation-5_625-percent-preferred-stock-started-trading-nyse,ALL," Apr. 3, 2018, 8:20 PM ", Arbitrage Trader,13 Comments,
Tencent: Nothing Can Stop The Growth,https://seekingalpha.com/article/4160874-tencent-nothing-can-stop-growth,TCEHY," Apr. 3, 2018, 8:10 PM ", Aleksey Razdolgin,37 Comments,
Tesla Model 3 A Mass Market Vehicle?,https://seekingalpha.com/article/4160861-tesla-model-3-mass-market-vehicle,TSLA," Apr. 3, 2018, 6:28 PM ", Ed Flores,191 Comments,
BioSci Rounds Report: The Bioscience Market Traded Lower While Arcus And Invitae Broke The Trend,https://seekingalpha.com/article/4160860-biosci-rounds-report-bioscience-market-traded-lower-arcus-invitae-broke-trend,"IBB, XBI, RCUS"," Apr. 3, 2018, 6:25 PM ", BioSci Capital Partners,4 Comments,
Don't Sell Nvidia And AMD Because Of Tariffs,https://seekingalpha.com/article/4160857-sell-nvidia-amd-tariffs,"AMD, NVDA"," Apr. 3, 2018, 5:46 PM ", Kwan-Chen Ma,367 Comments,
Tesla Q1 2018 Deliveries Narrative Tells Tesla Is In Trouble,https://seekingalpha.com/article/4160855-tesla-q1-2018-deliveries-narrative-tells-tesla-trouble,TSLA," Apr. 3, 2018, 5:14 PM ", EnerTuition,337 Comments,
Amira Nature Foods: Eating Healthy While Making A 170% Gain In The Rice Industry,https://seekingalpha.com/article/4160851-amira-nature-foods-eating-healthy-making-170-percent-gain-rice-industry,ANFI," Apr. 3, 2018, 5:00 PM "," George Atuan, CFA",78 Comments,
Is This Microsoft's Secret Weapon?,https://seekingalpha.com/article/4160850-microsofts-secret-weapon,MSFT," Apr. 3, 2018, 4:56 PM ", Michael A. Ball,40 Comments,
The Potential Market For Netflix And Its Valuation,https://seekingalpha.com/article/4160849-potential-market-netflix-valuation,NFLX," Apr. 3, 2018, 4:52 PM ", Wubbe Bos,39 Comments,
"Movado After Q4: Company In Good Shape, Stock Fairly Priced",https://seekingalpha.com/article/4160848-movado-q4-company-good-shape-stock-fairly-priced,MOV," Apr. 3, 2018, 4:50 PM ", Kenra Investors,1 Comment,
Fitbit: Working On A Subscription Stream Catalyst,https://seekingalpha.com/article/4160844-fitbit-working-subscription-stream-catalyst,FIT," Apr. 3, 2018, 4:31 PM ", Stone Fox Capital,21 Comments,
Time Out: Talking Strategy For Crispr's Big 3,https://seekingalpha.com/article/4160843-time-talking-strategy-crisprs-big-3,"CRSP, EDIT, NTLA"," Apr. 3, 2018, 4:31 PM ", DeciBio Consulting,20 Comments,
Six Flags: A Solid Company With Limited Competition,https://seekingalpha.com/article/4160842-six-flags-solid-company-limited-competition,SIX," Apr. 3, 2018, 4:21 PM ", Gordon MacLean,10 Comments,
Fairfax Financial Is Undervalued And Finally Positioned To Grow,https://seekingalpha.com/article/4160841-fairfax-financial-undervalued-finally-positioned-grow,FRFHF," Apr. 3, 2018, 4:20 PM ", Deep Insight,13 Comments,
Tesla: Why Did Short Interest Decline?,https://seekingalpha.com/article/4160840-tesla-short-interest-decline,TSLA," Apr. 3, 2018, 4:15 PM ", ValueAnalyst,279 Comments,
Musk's U-Turn: Back In Production Hell And Sleeping On Factory Floor,https://seekingalpha.com/article/4160832-musks-u-turn-back-production-hell-sleeping-factory-floor,TSLA," Apr. 3, 2018, 4:08 PM ", Anton Wahlman,115 Comments,
Buy Canadian Heavy Oil Producers As The WCS-WTI Discount Narrows,https://seekingalpha.com/article/4160838-buy-canadian-heavy-oil-producers-wcs-wti-discount-narrows,CVE," Apr. 3, 2018, 3:52 PM ", HFIR,76 Comments,
Rowan Bags A Five-Well Program For The Rowan Viking In U.K. North Sea,https://seekingalpha.com/article/4160833-rowan-bags-five-well-program-rowan-viking-u-k-north-sea,RDC," Apr. 3, 2018, 3:29 PM ", Fun Trading,19 Comments,
"Advanced Micro Devices: Speculative Buy, 20-30% Upside",https://seekingalpha.com/article/4160831-advanced-micro-devices-speculative-buy-20minus-30-percent-upside,AMD," Apr. 3, 2018, 3:21 PM ", Achilles Research,71 Comments,
Boeing: We're Not Buying,https://seekingalpha.com/article/4160826-boeing-buying,BA," Apr. 3, 2018, 2:52 PM ", Dhierin Bechai,55 Comments,
Umpqua Bank: Buy The Ice Cream And Wait For A 4.50% Yield,https://seekingalpha.com/article/4160816-umpqua-bank-buy-ice-cream-wait-4_50-percent-yield,Editors' Pick , UMPQ," Apr. 3, 2018, 2:30 PM ", Herding Value,7 Comments
Alzheon Proposes Terms For $70 Million IPO,https://seekingalpha.com/article/4160814-alzheon-proposes-terms-70-million-ipo,ALZH," Apr. 3, 2018, 2:25 PM ", Donovan Jones,,
Cal-Maine Foods: Eggcellent Setup,https://seekingalpha.com/article/4160809-cal-maine-foods-eggcellent-setup,CALM," Apr. 3, 2018, 2:15 PM ", Quad 7 Capital,18 Comments,
Zuora To Raise $100 Million In IPO,https://seekingalpha.com/article/4160806-zuora-raise-100-million-ipo,ZUO," Apr. 3, 2018, 2:12 PM ", Donovan Jones,1 Comment,
Attn Cramer: Nvidia - The Ultimate Short Thesis,https://seekingalpha.com/article/4160802-attn-cramer-nvidia-ultimate-short-thesis,Editors' Pick , NVDA," Apr. 3, 2018, 1:45 PM ", Akram's Razor,253 Comments
"Biotech Analysis Central Pharma News: Takeda's Potential Bid, Alkermes Setback, MediciNova Impresses",https://seekingalpha.com/article/4160801-biotech-analysis-central-pharma-news-takedas-potential-bid-alkermes-setback-medicinova,"ABBV, ICPT, MDGL"," Apr. 3, 2018, 1:44 PM ", Terry Chrisomalis,4 Comments,
Biotech Analysis Central Pharma News: bluebird Bio Teams Up; Galectin's Advance; Pfizer's Late-Stage Win,https://seekingalpha.com/article/4160798-biotech-analysis-central-pharma-news-bluebird-bio-teams-galectins-advance-pfizers-late-stage,"BLUE, CELG, GALT"," Apr. 3, 2018, 1:21 PM ", Terry Chrisomalis,5 Comments,
Quality Value Stocks: Apple,https://seekingalpha.com/article/4160797-quality-value-stocks-apple,AAPL," Apr. 3, 2018, 1:19 PM "," Andres Cardenal, CFA",45 Comments,
Lithium Investing: Focus On Advanced Explorers And Early Stage Production Companies,https://seekingalpha.com/article/4160792-lithium-investing-focus-advanced-explorers-early-stage-production-companies,"ALB, LIXXF, PILBF"," Apr. 3, 2018, 1:01 PM ", Livio Filice,28 Comments,
"New York Auto Show Themes: SUVs, SUVs And More SUVs",https://seekingalpha.com/article/4160781-new-york-auto-show-themes-suvs-suvs-suvs,"GM, F, FCAU"," Apr. 3, 2018, 12:59 PM ", Anton Wahlman,22 Comments,
Reckitt Benckiser Has Value If You Can Live With The Debt (But You Shouldn't),https://seekingalpha.com/article/4160786-reckitt-benckiser-value-can-live-debt,"RBGLY, RBGPF"," Apr. 3, 2018, 12:47 PM ", Brecht Hanssens,,
Investors Need To Keep An Eye On These 3 Film Studios In April 2018,https://seekingalpha.com/article/4160776-investors-need-keep-eye-3-film-studios-april-2018,"CMCSA, DIS, TWX"," Apr. 3, 2018, 12:17 PM ", The Entertainment Oracle,,
MediciNova Soars After NASH Study Stopped Early Due Too Extremely Positive Outcome,https://seekingalpha.com/article/4160755-medicinova-soars-nash-study-stopped-early-due-extremely-positive-outcome,MNOV," Apr. 3, 2018, 12:01 PM ", Terry Chrisomalis,3 Comments,
"Apple Is Dropping Intel, But Is Unlikely To Buy AMD",https://seekingalpha.com/article/4160767-apple-dropping-intel-unlikely-buy-amd,AAPL," Apr. 3, 2018, 11:42 AM ", Zynath Investment,110 Comments,
"Omeros: OMS-721 And HST-TMAs, What Does It All Mean?",https://seekingalpha.com/article/4160765-omeros-omsminus-721-hst-tmas-mean,OMER," Apr. 3, 2018, 11:40 AM ", George Crist,78 Comments,
Express Scripts: Is There Any Logic Behind The Sell-Off?,https://seekingalpha.com/article/4160764-express-scripts-logic-behind-sell,"CI, ESRX"," Apr. 3, 2018, 11:39 AM ", Early Retiree,26 Comments,
Earnings From Lennar Keys Stability For The Housing Market,https://seekingalpha.com/article/4160762-earnings-lennar-keys-stability-housing-market,"LEN, DHI, KBH"," Apr. 3, 2018, 11:38 AM ", Richard Suttmeier,1 Comment,
"Amazon, Facebook, Google, And The British East India Company: A  Perspective On The Rising Regulatory Risk Of New Model Businesses",https://seekingalpha.com/article/4160761-amazon-facebook-google-british-east-india-company-perspective-rising-regulatory-risk-new,"FB, AAPL, AMZN"," Apr. 3, 2018, 11:36 AM ", Jim Sloan,36 Comments,
Keep A Close Eye On The World's Best Video-Game Service Provider,https://seekingalpha.com/article/4160489-keep-close-eye-worlds-best-video-game-service-provider,Editors' Pick , KYYWF," Apr. 3, 2018, 11:30 AM ", Veni Vidi Emi,4 Comments
How Much Should Investors Pay For Spotify?,https://seekingalpha.com/article/4160753-much-investors-pay-spotify,Editors' Pick , SPOT," Apr. 3, 2018, 11:25 AM ", David Trainer,43 Comments
Tesla's 21% Q1 Sales Miss Means Estimates Will Be Coming Down,https://seekingalpha.com/article/4160749-teslas-21-percent-q1-sales-miss-means-estimates-will-coming,TSLA," Apr. 3, 2018, 11:19 AM ", Anton Wahlman,322 Comments,
DTAC: A Thai Growth Opportunity,https://seekingalpha.com/article/4160746-dtac-thai-growth-opportunity,TACJF," Apr. 3, 2018, 11:12 AM ", Power Hedge,,
Buy This MLP For The Yield And Stay For The Improving Natural Gas Market,https://seekingalpha.com/article/4160743-buy-mlp-yield-stay-improving-natural-gas-market,CCLP," Apr. 3, 2018, 10:59 AM ", First Floor Finance,12 Comments,
Swedish Match: An Undervalued Tobacco Stock With Fantastic Potential Upside,https://seekingalpha.com/article/4160730-swedish-match-undervalued-tobacco-stock-fantastic-potential-upside,"SWMAF, SWMAY"," Apr. 3, 2018, 10:53 AM ", Baptista Research,2 Comments,
Polaris Infrastructure: Still 20% IRRs Over The Next 4-5 Years,https://seekingalpha.com/article/4160475-polaris-infrastructure-still-20-percent-irrs-next-4minus-5-years,Editors' Pick , RAMPF," Apr. 3, 2018, 10:47 AM ", Peter Kaye,37 Comments
Conrad Industries: A Big Margin Of Safety With The Potential To Double,https://seekingalpha.com/article/4160728-conrad-industries-big-margin-safety-potential-double,CNRD," Apr. 3, 2018, 10:46 AM ", Daniël Tacken,9 Comments,
Our 2 Best Macau Gaming Stock Ideas,https://seekingalpha.com/article/4160737-2-best-macau-gaming-stock-ideas,"LVS, MLCO"," Apr. 3, 2018, 10:36 AM ", Hedgeye,6 Comments,
Distribution Network And Wide Moat - 4 Undervalued Picks,https://seekingalpha.com/article/4160736-distribution-network-wide-moat-4-undervalued-picks,"CAH, HSIC, MCK"," Apr. 3, 2018, 10:34 AM ", Daniel Schönberger,1 Comment,
Why You Should Invest In Consol Energy,https://seekingalpha.com/article/4160725-invest-consol-energy,CEIX," Apr. 3, 2018, 10:34 AM ", Marcello Pinto,6 Comments,
Boeing's Tariff Troubles Are Overblown,https://seekingalpha.com/article/4160732-boeings-tariff-troubles-overblown,BA," Apr. 3, 2018, 10:29 AM ", Valuentum,9 Comments,
"ADT: New Management Making The Right Moves, But Watch The Debt",https://seekingalpha.com/article/4160729-adt-new-management-making-right-moves-watch-debt,ADT," Apr. 3, 2018, 10:19 AM ", Terrier Investing,5 Comments,
NextEra Energy: A Lifelong Investment,https://seekingalpha.com/article/4160724-nextera-energy-lifelong-investment,NEE," Apr. 3, 2018, 9:56 AM ", Zane Laws,18 Comments,
Constellium: Overlooked High Moat Business In A Commodity Market,https://seekingalpha.com/article/4160721-constellium-overlooked-high-moat-business-commodity-market,CSTM," Apr. 3, 2018, 9:45 AM ", Tom Yuz,4 Comments,
Buy Disney Ahead Of Its Next Wave Of Growth,https://seekingalpha.com/article/4160715-buy-disney-ahead-next-wave-growth,DIS," Apr. 3, 2018, 9:33 AM "," Ziyaad Manie, CFA",44 Comments,
Will MercadoLibre Maintain Its Leadership Vs. Amazon In The E-Commerce Sector In Latin America?,https://seekingalpha.com/article/4160717-will-mercadolibre-maintain-leadership-vs-amazon-e-commerce-sector-latin-america,"AMZN, MELI"," Apr. 3, 2018, 9:18 AM ", Abelardo Fraga,29 Comments,
Spotify On Track To Transform The Music Industry. Again,https://seekingalpha.com/article/4160710-spotify-track-transform-music-industry,SPOT," Apr. 3, 2018, 8:36 AM ", Chris Russell,21 Comments,
